ID,Answer,Generated

 correct is correct is correct.

 correct.

 correct is correct is correct.

 correct is correct is correct.

 correct is correct.

 correct is correct is correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

.

.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

.

.

 correct.

.

 correct.

 correct.

 correct.

.

.

.

 correct.

.

.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

.

.

 correct.

 correct.

.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

.

 correct.

 correct.

 correct.

 correct.

 correct.

.

 correct.

 correct.

.

.

 correct.

.

.

.

 correct.

.

 correct.

.

 correct.

 correct.

 correct.

 correct.

.

.

.

 correct.

.

.

.

.

.

.

 correct.

.

.

.

.

 correct.

 correct.

.

 correct.

 correct.

.

.

.

.

 correct.

 correct.

 correct.

 correct.

 correct.

.

.

.

 correct.

.

.

.

.

.

.

.

.

.

 correct.

 correct.

.

.

 correct.

 correct.

.

.

.

 correct.

 correct.

.

 correct.

 correct.

 correct.

.

.

.

.

 correct.

.

.

.

 correct.

.

.

 correct.

.

.

.

.

.

 correct.

.

.

.

.

.

 correct.

.

.

 correct.

 correct.

 correct.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

 correct.

.

 correct.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

.

.

0.

.

.

.

.

0.

.

.

.

0.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

0.

.

.

.

.

0.

.

.

0.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

0.

.

.

.

0.

.

.

.

.

0.

.

.

.

0.

.

.

0.

.

.

0.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

1.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

0.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

.

1.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

0.

.

.

0.

.

.

[
.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

0.

.

.

0.

.

0.

.

.

.

.

.

1.

.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

.

.

.

.

\).

.

\).

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

0.

.

0.

.

.

.

0.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

0.

km.

.

.

.

.

.

.

\).

.

\).

.

.

.

.

.

.

0.

.

.

0.

.

.

.

.

.

.

.

.

.

0.

.

.

1.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

.

.

.

.

.

0.

.

.

.

.

.

.

.

.

0.

\).

.

.

.

.

.

.

0.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

0.

\).

.

.

.

.

1.

.

.

.

.

(new.

.

.

.

.

\).

.

.

.

\).

.

.

.

.

.

.

\).

.

.

.

.

km.

.

.

.

.

.

.

.

\).

.

\).

.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

\).

.

.

.

.

.

\).

.

.

.

.

.

\).

.

.

.

\).

.

\).

.

\).

.

.

.

.

.

0.

.

.

0.

.

.

.

.

0.

.

.

.

.

.

.

0.

.

.

.

.

0.

.

.

0.

.

0.

.

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

0.

.

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

.

.

.

0.

.

0.

.

.

.

.

.

.

.

0.

.

.

.

0.

.

.

0.

.

.

0.

.

.

.

\).

.

\).

.

\).

.

.

.

.

0.

.

0.

.

.

.

.

.

.

1.

.

.

.

.

.

\).

.

.

.

.

.

\).

.

.

.

.

\).

.

.

.

.

.

\).

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

.

.

\).

.

.

.

\).

.

.

.

.

\).

.

.

.

.

.

.

\).

.

\).

.

\).

.

.

\).

.

\).

.

.

.

.

.

.

.

.

.

.

0.

.

.

0.

.

.

0.

\).

.

\).

.

.

.

.

.

.

.

.

.

.

.

0.

.

.

\).

\).

.

.

\).

.

.

.

.

.

.

.

.

.

0.

\).

.

.

.

.

.

.

\).

.

.

.

.

.

.

.

.

.

\).

.

\.

.

\).

.

\).

.

.

.

.

.

.

.

1.

.

.

.

.

.

\).

.

.

.

\).

\).

.

.

.

.

\).

.

.

.

\).

.

\).

.

.

.

\).

.

\).

.

\).

.

.

.

.

.

\).

.

\).

.

\).

.

.

\).

.

\).

.

.

\).

.

.

.

.

.

\).

.

.

.

.

\).

.

\).

.

.

km.

\).

.

\).

\).

.

.

\.

\).

.

.

.

.

.

.

km.

.

km.

km.

.

.

.

.

\).

.

.

.

.

\).

.

\).

.

\).

.

.

.

.

\).

.

.

.

.

.

\).

.

.

.

.

\).

.

.

.

\).

.

.

.

.

\).

.

.

.

.

.

\).

.

\).

.

\).

.

\).

.

.

\).

.

.

\).

.

\).

.

.

.

.

\).

.

\).

.

\).

.

.

.

\).

.

.

.

0.

\).

.

.

.

.

.

\).

.

.

.

.

0.

\).

.

\).

.

\).

\).

\).

\).

.

\).

.

\).

.

.

.

\).

.

.

\).

.

.

.

.

.

0.

\).

.

.

.

.

.

0.

\).

\).

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

.

\).

.

.

\).

.

\).

.

\).

\).

.

\).

\).

\).

.

.

\).

.

\).

.

.

\).

.

.

\).

.

\).

.

\).

.

\).

.

\).

\).

.

\).

.

.

.

.

.

0.

\).

.

\).

.

\).

.

\).

.

.

.

0.

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

.

.

.

.

1.

.

.

\).

.

\).

.

\).

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

\).

\).

\).

.

\).

\).

.

\).

.

\).

\).

\).

\).

\).

.

\).

\).

.

\).

.

\).

.

\).

.

\).

\).

.

\.

.

\).

\).

.

\).

\).

\).

.

\).

.

\).

.

(new.

\).

.

\).

.

\).

.

\).

.

(new.

\).

.

\).

\).

\).

\).

\).

\).

```.

\).

.

\).

.

\).

.

\).

\).

\).

.

\).

\).

.

\).

.

\).

\).

\).

\).

\).

.

\).

\).

.

\).

.

\).

.

\).

.

\).

.

\).

.

\).

\).

\).

\).

\).

.

\).

\).

.

\).

.

(new.

\).

.

\).

km.

(new.

(new.

km.

\).

\.

(new.

\).

\).

\).

\).

\).

\).

\).

.

\).

(new.

\).

\).

\).

\).

.

\).

\).

\).

.

(new.

\).

\).

\).

\).

.

\).

\).

.

\).

.

\).

\).

.

\).

\).

\).

.

\).

\).

.

\).

.

\).

\).

\).

\).

.

\).

.

\).

.

\).

.

\).

.

\).

\).

\).

.

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

\).

.

 incarcer.

\).

.

\.

 incarcer.

\.

 incarcer.

(divisor.

\).

km.

km.

\).

\).

\).

\).

km.

\).

.

\).

\).

\).

\).

\).

\).

.

\.

\).

\).

\).

.

\).

.

\).

\).

\).

.

\).

.

\).

.

\).

\).

\).

.

\).

\).

.

\).

.

\).

.

\).

\).

\).

\).

.

\).

\).

.

\).

.

\.

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

.

\).

\).

.

\).

\).

\).

.

\).

 incarcer.

 incarcer.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

The.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

.

 incarcer.

\).

\).

.

\.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\.

(new.

\).

\).

(new.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

.

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

.

\).

\).

(new.

\).

(new.

\).

\).

 incarcer.

(new.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

.

\.

 incarcer.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

(new.

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

.

\).

.

(new.

\).

.

km.

\).

\).

(new.

\).

\).

\).

\).

.

\).

\).

\).

.

\).

al.

\).

\.

(new.

(new.

(new.

 incarcerifier.

.

\.

(new.

\).

\).

\).

\).

\.

\).

\).

\).

\).

\).

\.

\).

\).

\).

\ifier.

(divisor.

.

\).

(new.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\.

 incarcer incarcer.

\.

\).

\).

\.

\).

\).

\).

\).

(new.

\).

\).

(new.

\).

\).

 incarcer.

\.

\.

.

 incarcer.

\).

\).

\).

\.

.

.

 incarcer.

\).

.

.

 incarcer incarcer incarcer.

 incarcer.

 incarcer.

(divisor.

.

 incarcer incarcer incarcer.

.

.

\.

\).

\).

\).

\).

\).

\.

\).

\).

.

\.

(new.

\.

\.

(divisor.

\).

\).

(new.

\.

\.

(new.

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

.

.

.

.

 incarcerifier.

.

.

.

 incarcer incarcer.

.

.

.

.

.

.

.

.

 incarcer.

.

.

.

\.

 incarcer incarcer incarcer.

.

.

\).

\.

.

.

.

 incarcer incarcer.

.

.

.

.

(new.

\.

.

\).

\).

.

.

 incarcer.

\).

\).

.

 incarcer incarcer incarcer.

.

.

 incarcer incarcer.

.

.

.

.

\).

\).

\).

\).

\).

\).

\).

\).

\.

.

(new.

\).

\).

\).

\.

.

.

.

\).

\).

.

(new incarcer.

\).

\).

\).

\).

\).

\).

\).

.

.

(new.

\).

.

.

\本来.

.

.

.

 incarcer incarcer incarcer.

.

.

.

oftware incarcer incarcer.

.

.

.

.

(new.

.

 incarcer incarcer incarcer incarcer.

.

.

.

 incarcer incarcer.

.

.

(new.

\).

.

.

.

(new.

(new.

.

.

\).

(new.

\).

(new.

\).

.

(new incarcer incarcer.

.

.

.

\).

(new.

.

.

\).

(new.

.

.

\).

\).

\).

\).

\).

\).

.

.

.

\).

.

.

.

.

.

\).

\).

.

\).

(new.

.

(new.

(new.

.

\).

.

\).

\).

\).

\).

\).

\).

\).

\).

.

.

\本来.

(new.

.

\).

(new.

(new.

 incarcer.

\).

\).

\本来.

(new.

(new.

ifier.

(new.

.

.

(new.

(new.

.

.

\])**.

.

.

.

\).

(newisor.

.

.

.

(new.

\).

.

\).

\).

.

\).

.

\).

.

\).

.

(new.

.

\).

\).

.

(new.

\).

\).

\).

\).

.

\).

\).

\).

\).

\).

.

.

\).

\).

.

.

(new.

(new.

.

.

(new.

(new.

\).

 incarcer.

(new.

\).

\).

\).

\).

.

\).

\).

.

\).

 incarcer.

.

.

.

\).

 incarcer.

 incarcer.

.

(new.

(new.

(new incarcer incarcer incarcer incarcer.

.

.

.

(new.

 incarcer.

\).

\).

\).

.

.

 incarcer.

(new.

.

.

\).

\).

.

.

\).

\).

\).

.

\).

\).

.

\).

.

\).

.

.

\).

The.

.

\).

.

\).

\).

\).

\).

.

\).

\).

\).

.

\).

\).

\).

.

.

\).

.

\).

.

.

\).

\).

.

\).

 incarcer.

.

.

(new.

\).

.

\).

(new.

\).

.

\).

\).

\).

\).

(new.

\).

\).

 incarcer.

\).

.

.

\本来 incarcer incarcer.

.

.

(new.

.

.

.

.

(new.

(new.

\).

\).

\).

\).

\).

.

.

.

\).

(new.

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

.

.

\).

\).

\).

.

\).

\).

\本来.

.

\).

\).

\).

\).

\).

(new.

\).

.

.

\).

\).

\).

.

\).

.

\).

(new incarcer incarcer.

.

.

\本来.

(new.

(new.

ifier.

.

.

\).

 incarcer.

ifier.

.

.

\).

\).

.

.

\).

\).

\).

.

(new.

(divisor.

.

.

\).

\).

\).

(new.

\).

\).

\).

\).

\).

\).

\).

.

\).

(newisor.

.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

.

\).

\).

(new.

\).

(new.

\).

\本来 incarcer incarcer.

.

\).

 incarcer.

(new.

\).

(divisor.

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

\).

 incarcer.

\).

\).

\).

\).

\).

\).

\).

\).

(new.

\).

\).

\).

\).

